car,body,engV,engType,registration,year,model,drive
Volkswagen,sedan,3.2,Petrol,yes,2006,Passat B6,full
Audi,vagon,2.5,Diesel,no,1999,A6,
Subaru,crossover,2.5,Gas,yes,2006,Forester,full
Chevrolet,sedan,1.6,Gas,yes,2013,Lacetti,full
Volkswagen,other,1.9,Diesel,yes,2010,Caddy ����.,front
Land Rover,crossover,4.4,Diesel,yes,2016,Range Rover,full
BMW,sedan,4.4,Petrol,yes,2014,550,full
Land Rover,crossover,4.4,Diesel,yes,2014,Range Rover,full
BMW,sedan,2,Petrol,yes,2016,520,rear
Opel,sedan,1.6,Gas,yes,2012,Astra H,front
Mazda,hatch,2,Petrol,yes,1992,626,front
Land Rover,other,NA,Diesel,yes,2016,Range Rover Sport,
Subaru,sedan,3,Petrol,yes,2004,Legacy,full
Toyota,sedan,2.4,Gas,yes,2009,Camry,front
Toyota,sedan,1.6,Petrol,yes,2008,Corolla,front
Ford,sedan,1.6,Petrol,yes,1993,Mondeo,front
Renault,vagon,1.5,Diesel,yes,2014,Kangoo ����.,front
Opel,vagon,1.3,Diesel,yes,2006,Astra H,front
BMW,crossover,4.8,Gas,yes,2008,X5,full
Renault,van,NA,Other,yes,2013,Kangoo ����.,
Toyota,sedan,2.5,Petrol,yes,2015,Camry,front
Subaru,crossover,2.5,Petrol,yes,2015,Forester,full
Renault,van,1.5,Other,yes,2010,Kangoo ����.,front
Toyota,sedan,1.6,Gas,yes,2007,Corolla,front
Subaru,crossover,2.5,Petrol,yes,2008,Forester,full
Ford,crossover,2.5,Petrol,yes,2013,Kuga,full
BMW,sedan,2.5,Petrol,yes,1998,523,rear
Renault,van,1.5,Diesel,yes,2011,Kangoo ����.,front
Chevrolet,sedan,1.6,Gas,yes,2004,Lacetti,front
Audi,crossover,4.2,Gas,yes,2007,Q7,full
Toyota,crossover,2,Petrol,yes,2016,Rav 4,front
Volkswagen,van,1.4,Petrol,yes,2016,Touran,front
Volkswagen,sedan,2,Petrol,yes,2006,Jetta,front
Nissan,crossover,3.5,Gas,yes,2007,Murano,full
Land Rover,crossover,5,Petrol,yes,2010,Range Rover,full
Hyundai,crossover,2.2,Diesel,yes,2016,Santa FE,full
Volkswagen,sedan,1.8,Petrol,yes,2012,Passat B7,front
Ford,hatch,1.4,Gas,yes,2009,Focus,front
Lexus,crossover,3.5,Gas,yes,2008,RX 350,full
Toyota,sedan,2.5,Petrol,yes,2015,Camry,front
BMW,sedan,2.5,Diesel,no,1999,525,rear
BMW,vagon,2,Diesel,no,2002,320,rear
Toyota,crossover,4,Gas,yes,2011,Land Cruiser Prado,full
Kia,sedan,1.6,Petrol,yes,2012,Rio,front
BMW,crossover,3,Diesel,yes,2016,X6,full
Smart,other,1,Petrol,yes,2011,Fortwo,rear
Mitsubishi,crossover,2.4,Gas,yes,2004,Outlander,full
Chevrolet,vagon,1.8,Gas,yes,2010,Lacetti,front
Skoda,sedan,1.6,Gas,yes,2008,Octavia Tour,front
Volkswagen,sedan,1.4,Petrol,yes,2012,Passat B7,front
Smart,other,99.99,Petrol,yes,2002,Fortwo,
Volkswagen,other,2,Diesel,yes,2011,Caddy ����.,front
Hyundai,crossover,2.2,Diesel,yes,2016,Santa FE,full
Renault,van,2,Diesel,yes,2012,Trafic ����.,front
Mercedes-Benz,van,2.3,Diesel,no,1997,Vito ����.,front
Peugeot,hatch,1.6,Diesel,yes,2016,308,front
Honda,sedan,2,Petrol,yes,2008,Accord,rear
Mercedes-Benz,sedan,4.6,Petrol,yes,2011,S 500,full
Hyundai,crossover,2,Gas,yes,2011,IX35,full
Chery,sedan,1.6,Petrol,yes,2008,Amulet,front
Lexus,crossover,4.5,Diesel,yes,2016,LX 450,full
Bentley,other,6,Petrol,yes,2008,Continental,full
BMW,sedan,2.8,Gas,yes,1997,528,rear
Volkswagen,sedan,2,Petrol,yes,2013,Passat CC,
Hyundai,crossover,2,Diesel,yes,2007,Tucson,full
Audi,sedan,2.6,Petrol,yes,1995,A6,front
Audi,sedan,2,Diesel,yes,2008,A6,
Mercedes-Benz,other,2.2,Diesel,yes,2004,Vito ����.,rear
Infiniti,crossover,3.7,Petrol,yes,2012,FX 37,full
Ford,sedan,2,Petrol,yes,2008,Mondeo,front
Honda,sedan,2,Petrol,yes,2006,Accord,front
Nissan,crossover,2.5,Diesel,yes,2006,Pathfinder,full
BMW,crossover,4.6,Gas,yes,2004,X5,full
BMW,vagon,2,Diesel,no,2001,320,rear
Volkswagen,other,1.6,Diesel,yes,2011,Caddy ����.,front
Mazda,crossover,NA,Petrol,yes,2008,CX-7,full
Honda,sedan,1.6,Petrol,yes,1999,Civic,front
Mercedes-Benz,van,2.2,Diesel,yes,2009,Vito ����.,rear
Land Rover,crossover,3,Diesel,yes,2013,Range Rover Sport,full
Nissan,crossover,2,Petrol,yes,2013,X-Trail,full
Nissan,sedan,2.5,Petrol,yes,2009,Teana,front
Smart,hatch,0.6,Petrol,no,2002,Fortwo,rear
Lexus,crossover,5.7,Gas,yes,2012,LX 570,full
Honda,sedan,2,Petrol,yes,2009,Accord,
Mitsubishi,crossover,2.4,Gas,yes,2004,Outlander,full
Daewoo,sedan,1.4,Petrol,yes,2008,Lanos,front
Hyundai,crossover,2.7,Gas,yes,2007,Santa FE,full
Ford,hatch,1,Petrol,yes,2013,Focus,front
Toyota,hatch,1.4,Petrol,yes,1995,Corolla,front
Hyundai,crossover,2,Gas,yes,2007,Tucson,full
BMW,sedan,3,Diesel,yes,2003,530,rear
Mercedes-Benz,crossover,5.5,Petrol,yes,2011,GL 550,full
Land Rover,crossover,3,Diesel,yes,2013,Range Rover Sport,full
Land Rover,crossover,5,Petrol,yes,2012,Range Rover,full
Renault,van,1.5,Other,yes,2014,Kangoo ����.,front
Toyota,sedan,2.4,Petrol,yes,2007,Camry,front
Volkswagen,sedan,1.6,Other,yes,2016,Polo,front
Mercedes-Benz,other,2.6,Petrol,yes,2004,CLK 240,rear
Mercedes-Benz,crossover,5,Gas,yes,2005,G 63 AMG,full
BMW,sedan,2.8,Petrol,yes,1996,528,rear
Mercedes-Benz,other,5.5,Petrol,yes,2010,S 500,full
Mercedes-Benz,van,NA,Diesel,yes,2013,Vito ����.,rear
Ford,hatch,1,Petrol,yes,2013,Focus,front
VAZ,sedan,1.6,Petrol,yes,2012,2115,front
Nissan,hatch,NA,Other,yes,2013,Leaf,front
Nissan,crossover,2,Gas,yes,2008,Qashqai,full
BMW,crossover,3,Diesel,yes,2008,X5,full
Toyota,crossover,4,Petrol,yes,2008,Land Cruiser Prado,full
Audi,sedan,1.4,Petrol,yes,2016,A4,front
Volkswagen,van,2,Diesel,yes,2013,T5 (Transporter) ����,front
Toyota,crossover,2.4,Gas,yes,2008,Rav 4,full
BMW,other,NA,Petrol,yes,2004,530,rear
Volvo,sedan,3,Petrol,yes,2011,S80,full
BMW,crossover,3,Gas,yes,2004,X5,full
Nissan,hatch,NA,Other,yes,2014,Leaf,full
Mercedes-Benz,other,5.5,Petrol,yes,2016,S 63 AMG,full
Nissan,hatch,NA,Other,yes,2014,Leaf,front
Toyota,crossover,4.2,Diesel,yes,2002,Land Cruiser 100,full
Mercedes-Benz,other,5.5,Petrol,yes,2016,S 63 AMG,full
Porsche,crossover,3.2,Gas,yes,2005,Cayenne,full
Subaru,crossover,3,Petrol,yes,2006,Tribeca,full
Volkswagen,van,2.5,Diesel,yes,2009,T5 (Transporter) ����.,full
Bentley,other,6,Petrol,yes,2005,Continental,full
VAZ,sedan,1.5,Gas,yes,2004,2115,front
BMW,sedan,3,Petrol,yes,2003,530,rear
Ford,hatch,1.25,Petrol,yes,2015,Fiesta,front
Toyota,sedan,3.5,Petrol,yes,2011,Camry,front
Renault,van,1.5,Diesel,yes,2008,Kangoo ����.,front
Mitsubishi,other,2.4,Petrol,no,2002,Lancer,front
Hyundai,sedan,1.8,Petrol,yes,2015,Elantra,front
SsangYong,crossover,NA,Diesel,yes,2010,Kyron,full
Toyota,crossover,4.7,Gas,yes,2003,Land Cruiser 100,full
Chevrolet,hatch,1.6,Petrol,yes,2009,Lacetti,
Volkswagen,crossover,3,Diesel,yes,2015,Touareg,full
Toyota,sedan,3,Petrol,yes,2002,Camry,
Hyundai,crossover,2,Petrol,yes,2009,Tucson,full
Audi,sedan,3,Petrol,yes,2010,A6,full
Hyundai,other,1.6,Petrol,yes,2012,Elantra,front
Mercedes-Benz,other,3,Diesel,yes,2007,E-Class,rear
Volkswagen,crossover,3,Diesel,yes,2012,Touareg,full
Volkswagen,other,2.5,Diesel,yes,1999,T4 (Transporter) ����.,front
Mercedes-Benz,sedan,3,Diesel,yes,2007,E-Class,rear
Audi,vagon,2.5,Diesel,no,2001,A6,front
Toyota,sedan,2.4,Gas,yes,2008,Camry,front
Ford,hatch,1.2,Petrol,yes,2008,Fiesta,front
BMW,sedan,3,Diesel,yes,2003,530,rear
Mercedes-Benz,sedan,2.2,Diesel,yes,2011,E-Class,rear
Mazda,sedan,2,Other,yes,2003,6,
Mercedes-Benz,sedan,3.2,Diesel,yes,2003,E-Class,rear
Audi,vagon,2.5,Diesel,yes,1999,A6,front
Skoda,sedan,1.8,Petrol,yes,2007,Superb,front
Audi,sedan,2.5,Diesel,no,2000,A6,front
Mercedes-Benz,sedan,3.2,Diesel,no,2002,E-Class,
Mercedes-Benz,crossover,5.5,Petrol,yes,2010,GL 550,full
Porsche,crossover,3,Diesel,yes,2011,Cayenne,full
Porsche,crossover,3.6,Petrol,yes,2013,Cayenne,full
Volvo,sedan,2.4,Other,yes,2006,S80,front
Mitsubishi,crossover,3,Gas,yes,2006,Pajero Sport,full
Ford,hatch,2,Petrol,yes,1986,Scorpio,rear
Volkswagen,sedan,1.8,Petrol,yes,2012,Passat CC,front
Mercedes-Benz,sedan,2.8,Petrol,yes,1997,E-Class,rear
Mercedes-Benz,vagon,2.2,Diesel,yes,2014,E-Class,rear
Land Rover,crossover,3.6,Diesel,yes,2008,Range Rover Sport,full
Volkswagen,sedan,1.8,Petrol,yes,2014,Passat B7,front
Volkswagen,van,2,Diesel,yes,2009,Caddy ����.,front
Hyundai,sedan,1.6,Petrol,yes,2011,Elantra,front
Mercedes-Benz,crossover,5.46,Petrol,yes,2013,G 63 AMG,full
Skoda,vagon,1.4,Petrol,yes,2004,Fabia,front
Ford,sedan,2,Petrol,yes,2012,Mondeo,front
BMW,other,3,Petrol,yes,2007,Z4,rear
Toyota,crossover,4,Petrol,yes,2008,FJ Cruiser,full
Mercedes-Benz,sedan,5.5,Petrol,yes,2011,S 500,full
Subaru,sedan,2,Petrol,yes,2008,Legacy,full
Ford,hatch,2.3,Petrol,yes,2013,Mondeo,front
BMW,crossover,3,Diesel,yes,2016,X6,full
Toyota,crossover,4.7,Petrol,yes,2008,Land Cruiser 200,full
Kia,other,2.2,Diesel,yes,2010,Sorento,full
BMW,sedan,2.5,Diesel,no,1996,525,rear
Fiat,van,NA,Diesel,yes,2010,Doblo ����.,
Skoda,other,1.8,Petrol,yes,2010,Octavia A5,front
Volkswagen,other,2,Petrol,yes,2012,Passat CC,front
Porsche,crossover,3.2,Petrol,yes,2005,Cayenne,full
Volkswagen,sedan,2,Diesel,yes,2012,Passat B7,front
Hyundai,crossover,2.7,Petrol,yes,2006,Tucson,full
BMW,other,3,Petrol,yes,2007,Z4,rear
Toyota,crossover,4.2,Diesel,yes,2001,Land Cruiser 100,full
Audi,crossover,2.99,Diesel,yes,2013,A6 Allroad,full
Mercedes-Benz,crossover,3,Diesel,yes,2016,GLS 350,full
Bentley,other,6,Petrol,yes,2015,Continental,full
Renault,van,1.5,Diesel,yes,2009,Kangoo ����.,front
Volkswagen,vagon,2,Diesel,yes,2011,Passat B6,front
Honda,sedan,1.8,Petrol,yes,2007,Civic,front
Subaru,crossover,3,Petrol,yes,2006,Tribeca,full
Volkswagen,van,2,Diesel,yes,2012,T5 (Transporter) ����,front
Hyundai,crossover,2.2,Diesel,yes,2013,Santa FE,full
Volkswagen,van,2,Diesel,yes,2012,T5 (Transporter) ����.,front
Mercedes-Benz,crossover,3.5,Petrol,yes,2007,ML 350,full
Mercedes-Benz,sedan,6.3,Petrol,yes,2007,S 63 AMG,rear
Mercedes-Benz,sedan,2.2,Diesel,yes,2003,220,rear
Volkswagen,van,1.6,Diesel,yes,2012,Caddy ����.,
Mercedes-Benz,van,3,Diesel,yes,2007,Vito ����.,rear
Nissan,hatch,NA,Other,yes,2014,Leaf,front
Renault,van,1.5,Diesel,yes,2012,Kangoo ����.,front
Chevrolet,crossover,1.7,Other,yes,2006,Niva,full
Skoda,sedan,1.8,Petrol,no,2002,Superb,front
Renault,other,2,Petrol,no,2001,Megane,front
Toyota,crossover,4.7,Gas,yes,2001,Land Cruiser 100,full
Audi,crossover,3,Diesel,yes,2016,A6 Allroad,full
Opel,van,1.7,Diesel,yes,2011,Zafira,front
Hyundai,crossover,2.2,Diesel,yes,2015,Santa FE,front
Toyota,crossover,5.7,Petrol,yes,2008,Land Cruiser 200,full
Nissan,crossover,2,Petrol,yes,2015,Qashqai,front
BMW,crossover,3,Petrol,yes,2011,X6,full
Ford,sedan,2.5,Diesel,yes,1996,Scorpio,rear
Nissan,hatch,NA,Other,yes,2013,Leaf,front
Kia,crossover,2,Gas,yes,2013,Sportage,full
Chevrolet,sedan,2,Petrol,yes,2012,Epica,front
BMW,sedan,NA,Petrol,yes,2010,523,rear
BMW,sedan,NA,Petrol,yes,2011,523,rear
Nissan,crossover,2,Petrol,yes,2008,X-Trail,full
VAZ,sedan,1.6,Gas,yes,2008,21099,front
Hyundai,sedan,2.2,Diesel,yes,2006,Santa FE,full
Chevrolet,sedan,1.5,Gas,yes,2008,Aveo,front
Volkswagen,sedan,1.3,Gas,yes,1991,Jetta,front
Toyota,sedan,3.5,Petrol,yes,2008,Camry,front
Hyundai,crossover,2,Gas,yes,2008,Tucson,
Mercedes-Benz,sedan,5.5,Petrol,yes,2011,S 500,full
Nissan,hatch,NA,Other,yes,2013,Leaf,front
Chevrolet,hatch,1.6,Petrol,yes,2009,Lacetti,front
Volkswagen,van,2,Diesel,yes,2011,T5 (Transporter) ����,front
BMW,sedan,3,Diesel,yes,2009,730,rear
Hyundai,crossover,2.4,Gas,yes,2011,Santa FE,full
Skoda,sedan,1.8,Petrol,yes,2013,Octavia A5,front
Skoda,hatch,1.9,Diesel,no,2002,Octavia,front
BMW,other,3,Petrol,yes,2012,640,rear
Hyundai,crossover,2,Petrol,yes,2009,Tucson,full
Skoda,vagon,1.8,Petrol,yes,2011,Superb,front
Volkswagen,sedan,2,Petrol,yes,2006,Passat B6,front
Skoda,sedan,1.6,Petrol,yes,2007,Octavia A5,front
Ford,sedan,2,Petrol,yes,2011,Mondeo,front
Nissan,crossover,2,Petrol,yes,2009,Qashqai,full
Volkswagen,sedan,1.8,Petrol,yes,1991,Jetta,front
Porsche,sedan,3,Petrol,yes,2014,Panamera,full
Bentley,other,6,Petrol,yes,2008,Continental,full
Chevrolet,sedan,NA,Petrol,yes,2007,Aveo,front
Volkswagen,other,1.6,Diesel,yes,2012,Caddy,front
BMW,crossover,3,Diesel,yes,2004,X5,full
Land Rover,crossover,4.2,Gas,yes,2007,Range Rover Sport,full
Opel,van,2,Diesel,yes,2010,Vivaro ����.,front
VAZ,sedan,1.6,Petrol,yes,2007,21099,front
Skoda,sedan,1.4,Petrol,yes,2012,Superb,front
BMW,crossover,3,Petrol,yes,2007,X5,full
Nissan,other,3.8,Petrol,yes,2016,GT-R,full
Mercedes-Benz,sedan,6,Petrol,yes,2010,S 500,rear
Porsche,sedan,3,Petrol,yes,2014,Panamera,full
VAZ,sedan,1.5,Petrol,yes,2009,2107,rear
Opel,sedan,1.4,Petrol,yes,2007,Astra G,front
Skoda,sedan,1.6,Petrol,yes,2012,Octavia A5,front
Hyundai,sedan,1.4,Petrol,yes,2012,Accent,front
Nissan,hatch,NA,Other,yes,2013,Leaf,front
Hyundai,crossover,2,Gas,yes,2007,Tucson,front
Volkswagen,van,2,Diesel,yes,2012,Caddy ����.,front
Opel,hatch,2,Diesel,no,1999,Astra G,front
Volkswagen,sedan,1.8,Petrol,yes,2013,Passat B7,front
Honda,other,1.7,Gas,yes,2002,Civic,front
Honda,hatch,1.5,Petrol,yes,1999,Civic,front
Mercedes-Benz,crossover,3.5,Gas,yes,2009,ML 350,full
Volkswagen,other,2.8,Diesel,yes,2006,LT ����.,rear
Toyota,sedan,1.3,Petrol,yes,2010,Corolla,front
Renault,van,1.5,Diesel,yes,2011,Kangoo ����.,front
Audi,crossover,2.99,Diesel,yes,2013,A6 Allroad,full
Porsche,crossover,3,Diesel,yes,2013,Cayenne,full
Toyota,crossover,2.7,Petrol,yes,2015,Land Cruiser Prado,full
Ford,other,4.6,Gas,yes,1994,Mustang GT,rear
Toyota,crossover,4.5,Diesel,yes,2015,Land Cruiser 200,full
Volkswagen,van,1.6,Diesel,yes,2013,Caddy ����.,front
Mitsubishi,crossover,3.2,Diesel,yes,2009,Pajero Wagon,full
Nissan,other,3.8,Petrol,yes,2014,GT-R,full
Audi,vagon,4.2,Petrol,yes,2007,A6 Allroad,full
Land Rover,crossover,5,Petrol,yes,2015,Range Rover Sport,full
Volkswagen,other,2.5,Diesel,yes,2007,Multivan,full
Mitsubishi,sedan,1.6,Petrol,yes,2007,Lancer,front
ZAZ,hatch,1.5,Petrol,yes,2015,Lanos,front
Nissan,hatch,NA,Other,yes,2014,Leaf,front
Nissan,hatch,NA,Other,yes,2013,Leaf,front
Hyundai,sedan,2.4,Gas,yes,2012,Sonata,front
Nissan,hatch,NA,Other,yes,2011,Leaf,front
Mitsubishi,sedan,2,Petrol,yes,2008,Lancer X,front
Toyota,crossover,4,Petrol,yes,2005,Land Cruiser Prado,full
Citroen,sedan,1.6,Petrol,yes,2013,DS5,front
Lexus,crossover,5.7,Gas,yes,2009,LX 570,full
Mercedes-Benz,crossover,3.5,Petrol,yes,2010,ML 350,full
Toyota,sedan,1.6,Petrol,yes,2008,Corolla,front
Hyundai,sedan,2.4,Petrol,yes,2016,Sonata,front
Opel,vagon,1.6,Petrol,yes,2000,Astra G,front
Chevrolet,sedan,1.5,Gas,yes,2007,Aveo,front
Lexus,crossover,5.7,Petrol,yes,2010,LX 570,full
Renault,vagon,1.9,Diesel,no,2003,Laguna,front
BMW,sedan,1.8,Petrol,no,1995,318,rear
BMW,sedan,2,Diesel,no,1999,320,rear
Mercedes-Benz,sedan,3,Diesel,yes,2011,S 350,rear
Volkswagen,crossover,2,Petrol,yes,2011,Tiguan,full
Hyundai,sedan,3,Petrol,yes,2012,Grandeur,front
Volkswagen,van,1.6,Diesel,yes,2012,Caddy ����.,front
Volkswagen,van,1.6,Diesel,yes,2012,Caddy ����.,front
Toyota,crossover,4.5,Diesel,yes,2016,Land Cruiser 200,full
Volkswagen,vagon,1.9,Diesel,yes,2009,Golf Variant,front
Audi,vagon,3,Diesel,yes,2016,A6 Allroad,full
Nissan,other,3.8,Petrol,yes,2013,GT-R,full
Volkswagen,hatch,1.6,Diesel,yes,2011,Golf VI,front
Daewoo,sedan,1.3,Petrol,yes,2003,Sens,front
BMW,other,3,Petrol,yes,2016,640,full
VAZ,sedan,1.5,Petrol,yes,2006,21099,front
Renault,sedan,1.4,Petrol,yes,2003,Symbol,front
Volkswagen,van,2,Diesel,yes,2010,T6 (Transporter) ����.,full
Mercedes-Benz,sedan,2,Petrol,yes,1995,200,rear
Nissan,hatch,NA,Other,yes,2013,Leaf,front
Mercedes-Benz,crossover,3,Diesel,yes,2016,GLS 350,full
Ford,sedan,1.6,Gas,yes,1994,Mondeo,front
Dodge,other,5.7,Gas,yes,2006,RAM,full
Mercedes-Benz,van,2.2,Diesel,yes,2012,Vito ����.,rear
Audi,sedan,3,Diesel,no,2005,A6,full
BMW,other,2.2,Petrol,yes,2005,520,rear
BMW,sedan,3.6,Petrol,yes,2002,735,rear
Lexus,crossover,4.7,Petrol,yes,2006,LX 470,full
BMW,sedan,2.5,Diesel,no,1998,525,rear
Hyundai,crossover,2,Diesel,yes,2012,IX35,full
Hyundai,crossover,2,Diesel,yes,2012,IX35,full
Suzuki,crossover,2,Gas,yes,2007,Grand Vitara,full
Renault,van,1.9,Diesel,yes,2005,Trafic ����.,front
Lexus,sedan,2.5,Petrol,yes,2007,IS 250,rear
Nissan,crossover,5.6,Gas,yes,2007,Armada,full
VAZ,sedan,1.6,Petrol,yes,2013,2170,front
Nissan,crossover,1.6,Diesel,yes,2016,X-Trail,front
Fiat,van,1.3,Diesel,yes,2004,Doblo ����.,
Volkswagen,vagon,2,Diesel,yes,2008,Passat B6,front
BMW,crossover,2,Petrol,yes,2011,X1,rear
Toyota,sedan,2.4,Gas,yes,2007,Camry,front
Volkswagen,vagon,1.6,Diesel,yes,2011,Golf Variant,front
VAZ,hatch,1.6,Gas,yes,2008,2114,front
Subaru,crossover,2.5,Petrol,yes,2008,Forester,full
Mercedes-Benz,sedan,5.5,Petrol,yes,2005,S 550,rear
Kia,hatch,1.6,Petrol,yes,2008,Ceed,front
BMW,sedan,2.5,Petrol,yes,1991,525,rear
Lexus,sedan,3.5,Petrol,yes,2007,GS 350,full
Mazda,sedan,2,Petrol,yes,2015,6,front
Audi,vagon,3,Petrol,yes,2009,A6 Allroad,full
Nissan,hatch,NA,Other,yes,2015,Leaf,front
BMW,sedan,3.5,Petrol,yes,1999,735,rear
Mercedes-Benz,sedan,2.2,Diesel,yes,2005,E-Class,rear
Ford,hatch,1.6,Petrol,yes,2005,C-Max,front
Lexus,crossover,4.5,Diesel,yes,2016,LX 570,full
Mazda,sedan,2,Petrol,yes,2008,6,front
BMW,sedan,3,Petrol,yes,2011,535,full
Toyota,crossover,2.7,Petrol,yes,2005,Land Cruiser Prado,full
Nissan,crossover,2,Petrol,yes,2010,Qashqai,front
Nissan,hatch,NA,Other,yes,2015,Leaf,front
BMW,sedan,3,Diesel,no,2000,530,rear
Porsche,crossover,4.8,Petrol,yes,2008,Cayenne,full
Fiat,van,1.9,Diesel,yes,2005,Doblo ����.,front
Honda,other,2.4,Petrol,yes,2009,Accord,front
Dodge,other,8.3,Petrol,yes,2005,RAM,rear
Lexus,sedan,4.6,Petrol,yes,2010,LS 460,full
Toyota,crossover,2.7,Gas,yes,2010,Venza,full
Skoda,vagon,1.6,Gas,yes,2007,Octavia Tour,front
Porsche,sedan,4.8,Petrol,yes,2011,Panamera,full
Kia,crossover,2.2,Diesel,yes,2011,Sorento,full
Porsche,hatch,4.8,Petrol,yes,2014,Panamera,full
Kia,crossover,2.2,Diesel,yes,2012,Sorento,full
Toyota,crossover,4,Petrol,yes,2007,Land Cruiser Prado,full
Kia,crossover,2,Diesel,yes,2013,Sportage,full
Lexus,crossover,4.7,Petrol,yes,2002,LX 470,full
Mercedes-Benz,van,2.2,Diesel,yes,2005,Vito ����.,rear
BMW,vagon,2,Diesel,yes,2008,520,rear
Mercedes-Benz,van,2.2,Diesel,yes,2000,Vito ����.,front
VAZ,other,1.5,Petrol,yes,2002,2108,front
Daewoo,sedan,1.4,Gas,yes,2008,Lanos,front
Volkswagen,other,2,Diesel,yes,2011,Passat B6,
BMW,vagon,2.5,Diesel,no,1999,525,rear
Toyota,other,2.4,Gas,yes,2008,Camry,front
Skoda,vagon,1.2,Gas,yes,2009,Fabia,front
Peugeot,hatch,1.6,Petrol,yes,2007,207,front
Mazda,crossover,3.5,Petrol,yes,2008,CX-9,full
Toyota,sedan,3.5,Petrol,yes,2008,Camry,front
Mazda,sedan,1.8,Petrol,yes,1995,626,front
Mercedes-Benz,sedan,2.2,Diesel,yes,2010,E-Class,rear
Hyundai,crossover,2,Petrol,yes,2016,Tucson,front
Mazda,sedan,2,Gas,yes,2003,6,front
BMW,sedan,NA,Other,yes,2012,535,full
Mercedes-Benz,van,2.2,Diesel,yes,2011,Vito ����.,rear
Renault,sedan,2.5,Petrol,yes,2011,Latitude,front
Volkswagen,sedan,1.4,Petrol,yes,2013,Jetta,front
Toyota,crossover,2.2,Diesel,yes,2013,Rav 4,full
Mercedes-Benz,sedan,3.2,Gas,yes,2006,E-Class,full
BMW,sedan,2,Diesel,yes,2011,520,rear
Toyota,sedan,2.4,Gas,yes,2008,Rav 4,front
Daewoo,sedan,1.5,Gas,yes,2007,Lanos,front
Jeep,crossover,3,Diesel,yes,2012,Grand Cherokee,full
Kia,sedan,2,Petrol,yes,2004,Magentis,front
Dodge,other,3,Diesel,yes,2015,RAM,full
Great Wall,other,2,Petrol,yes,2013,Haval,
Mercedes-Benz,van,2.2,Diesel,yes,2007,Vito ����.,rear
Toyota,crossover,4.5,Diesel,yes,2016,Land Cruiser 200,full
Mazda,sedan,2.5,Petrol,yes,2014,6,front
BMW,vagon,2,Diesel,yes,2007,520,rear
Audi,sedan,6.3,Petrol,yes,2012,A8,full
Skoda,hatch,1.8,Petrol,yes,2012,Octavia A5,front
Mercedes-Benz,van,2.2,Diesel,yes,2007,Vito ����.,rear
Land Rover,crossover,4.4,Diesel,yes,2016,Range Rover,full
Hyundai,crossover,2,Diesel,yes,2013,IX35,full
Toyota,sedan,1.6,Gas,yes,2007,Corolla,front
Nissan,other,NA,Other,yes,2013,Leaf,front
Nissan,other,3.8,Petrol,yes,2013,GT-R,
Honda,crossover,3.5,Gas,yes,2009,Pilot,full
Subaru,crossover,2,Petrol,yes,2016,Forester,full
Chevrolet,sedan,1.4,Petrol,yes,2016,Aveo,front
Volkswagen,sedan,2,Diesel,yes,2007,Passat B6,front
Opel,sedan,1.4,Petrol,yes,2008,Astra G,
Volkswagen,sedan,1.6,Petrol,yes,2015,Polo,front
Skoda,hatch,1.8,Petrol,yes,2006,Octavia,front
Ford,other,2.3,Petrol,yes,2016,Mustang,rear
ZAZ,hatch,1.5,Petrol,yes,2015,Lanos,front
BMW,sedan,2,Diesel,yes,2000,320,rear
Mazda,sedan,2,Petrol,yes,2009,6,front
Daewoo,other,1.5,Other,yes,2006,Lanos,front
Audi,sedan,3,Diesel,yes,2011,A7,full
Mercedes-Benz,crossover,3,Diesel,yes,2016,GLS 350,full
Renault,van,2.5,Diesel,yes,2009,Trafic ����.,front
Mercedes-Benz,crossover,5,Petrol,yes,2003,G 500,full
Mercedes-Benz,crossover,2.2,Diesel,yes,2016,GLE-Class,full
Porsche,crossover,3.6,Petrol,yes,2012,Cayenne,full
BMW,crossover,3,Diesel,yes,2009,X5,full
Ford,sedan,2,Petrol,yes,2011,Mondeo,front
BMW,crossover,3,Diesel,yes,2011,X5,full
Dodge,other,3,Diesel,yes,2015,RAM,full
Fiat,van,1.3,Diesel,yes,2007,Doblo ����.,front
Chevrolet,sedan,1.6,Petrol,yes,2008,Aveo,front
BMW,sedan,3,Diesel,yes,2002,530,rear
Daewoo,sedan,1.5,Petrol,yes,2008,Lanos,front
Honda,crossover,2,Petrol,yes,2001,CR-V,full
Porsche,sedan,3.6,Petrol,yes,2014,Panamera,full
Nissan,sedan,3.5,Petrol,yes,2010,Teana,front
Land Rover,crossover,3.6,Diesel,no,2007,Range Rover,full
Chevrolet,sedan,2,Gas,yes,2007,Epica,front
Subaru,crossover,2,Gas,yes,2006,Forester,full
Toyota,crossover,NA,Gas,yes,2008,Rav 4,full
Daewoo,sedan,1.5,Gas,yes,2004,Lanos,front
Toyota,sedan,2.4,Petrol,yes,2008,Camry,front
VAZ,sedan,NA,Other,yes,1989,2106,
Volkswagen,other,1.4,Petrol,yes,2008,Eos,front
BMW,crossover,3,Diesel,yes,2010,X5,full
BMW,crossover,4.4,Petrol,yes,2009,X6,full
Volkswagen,vagon,2,Diesel,yes,2008,Passat B6,front
Land Rover,crossover,3,Diesel,yes,2012,Range Rover Sport,full
BMW,crossover,4.8,Petrol,yes,2008,X5,full
Toyota,sedan,2.5,Petrol,yes,2012,Camry,front
